SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
80101100101,5,0,0,4,0,0,0,0,0,12,59,25,17,37,33,40,28,24,11,265
80101100102,3,8,0,0,0,0,5,3,0,22,74,62,36,48,58,35,32,27,10,383
80101100103,3,0,0,3,0,3,6,0,0,15,98,47,61,67,48,40,27,22,6,418
80101100104,8,4,0,0,3,5,0,0,0,24,74,59,52,64,57,77,41,38,8,466
80101100105,8,3,3,8,7,0,7,6,0,34,119,65,43,69,76,83,66,47,20,587
80101100106,9,3,4,6,5,6,0,0,0,31,84,48,57,63,65,64,46,40,15,481
80101100201,0,3,6,4,4,4,0,0,0,27,46,66,115,71,48,38,16,13,0,425
80101100202,7,6,5,11,0,6,0,0,0,27,68,40,92,76,34,21,22,9,5,364
80101100203,3,3,10,8,0,0,0,0,0,32,58,117,307,119,50,38,21,13,0,727
80101100205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100208,0,0,3,0,4,0,0,0,0,10,65,49,101,70,53,27,27,12,6,396
80101100209,4,4,9,0,4,0,5,0,0,20,39,41,87,49,26,25,14,0,0,278
80101100210,4,3,11,6,5,3,3,0,0,28,42,44,84,59,45,34,37,26,3,366
80101100211,5,12,4,11,4,4,0,3,0,38,80,87,191,97,49,38,26,11,7,578
80101100212,4,4,0,0,0,7,0,8,13,32,53,37,50,42,17,22,48,123,148,539
80101100213,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,19
80101100215,0,0,21,0,0,0,0,0,0,28,23,104,289,74,21,13,10,7,0,548
80101100216,6,31,64,0,14,0,0,0,0,121,96,390,772,100,56,31,12,7,0,1468
80101100217,0,0,13,6,0,4,0,0,0,29,17,58,169,54,28,24,14,4,0,378
80101100218,9,8,11,13,5,0,0,0,0,38,39,93,244,96,39,21,14,0,0,547
80101100219,5,3,6,8,0,0,0,0,0,21,22,52,196,70,18,11,3,0,0,383
80101100220,0,0,3,3,0,0,0,0,0,7,20,27,94,58,23,5,5,0,0,238
80101100221,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8
80101100222,0,6,9,0,0,0,0,0,0,25,49,90,223,109,40,30,14,17,4,586
80101100223,0,0,0,4,0,0,0,0,0,5,0,0,4,5,5,0,0,0,0,14
80101100224,0,9,3,0,0,0,0,0,0,10,0,177,54,3,0,0,0,0,0,236
80101100225,0,7,5,4,0,3,4,0,0,14,27,78,142,59,26,33,29,13,6,408
80101100301,5,3,11,4,0,0,0,0,0,18,51,67,159,69,18,16,15,6,0,401
80101100304,8,5,12,15,3,0,0,0,0,46,105,135,271,163,83,62,31,12,4,858
80101100306,0,3,3,4,0,0,3,0,0,19,53,58,110,61,32,30,39,11,9,395
80101100307,0,5,6,0,0,0,0,0,0,10,26,55,60,40,23,21,14,12,0,250
80101100308,0,35,3,0,0,0,0,3,3,48,0,813,145,24,9,4,0,4,4,1012
80101100309,0,0,4,3,0,0,0,0,0,8,40,64,92,42,28,19,14,0,0,291
80101100310,0,0,0,0,0,0,0,0,0,4,30,41,47,35,33,28,13,4,0,246
80101100311,0,0,0,0,3,0,3,0,0,12,29,40,80,26,24,35,29,13,3,288
80101100312,0,3,6,5,6,0,0,0,0,20,85,117,142,89,63,67,40,19,5,621
80101100314,0,12,4,4,0,4,0,0,0,30,4,49,17,9,4,7,8,9,6,109
80101100315,0,0,4,0,0,5,6,0,0,24,43,52,53,39,51,36,71,43,6,395
80101100316,0,0,0,0,0,3,0,4,4,13,21,18,0,7,26,14,36,94,95,302
80101100317,5,6,6,0,3,0,0,0,0,20,27,96,239,64,17,11,9,5,0,478
80101100318,5,3,0,0,0,0,6,0,0,20,45,33,21,29,40,41,60,15,0,291
80101100319,0,0,3,0,0,0,0,0,0,11,38,27,54,31,26,41,46,25,10,296
80101100320,3,0,5,4,4,0,0,0,0,14,110,67,103,101,42,8,0,0,0,432
80101100321,0,11,19,3,0,0,0,0,0,27,52,79,189,77,42,8,8,3,0,467
80101100322,0,3,5,0,0,3,0,0,0,14,14,76,168,76,19,12,10,0,0,382
80101100401,4,0,0,0,0,0,0,0,0,12,52,24,28,30,30,27,17,7,0,226
80101100402,0,8,6,0,5,0,0,0,0,14,86,34,64,69,73,37,32,16,4,418
80101100403,7,4,3,0,3,3,0,0,0,22,113,42,67,91,56,45,24,18,8,458
80101100404,3,0,0,7,5,0,0,0,0,21,93,28,54,80,49,21,34,12,0,376
80101100405,6,8,13,5,4,0,3,0,0,38,91,54,86,55,55,50,47,18,0,448
80101100406,9,3,12,5,3,4,0,0,0,47,119,91,100,85,61,76,43,23,8,607
80101100408,0,0,3,0,5,0,0,0,0,10,30,12,32,38,22,13,20,9,7,175
80101100409,6,11,6,10,7,0,5,0,0,48,59,40,65,57,40,28,28,16,3,341
80101100501,9,0,6,5,5,4,0,0,0,31,66,16,46,56,34,23,25,26,7,301
80101100502,8,5,4,4,6,0,0,0,0,22,76,46,48,64,69,60,32,29,6,442
80101100503,0,3,0,0,4,0,5,5,0,16,36,42,35,24,57,44,41,29,3,313
80101100504,0,0,0,0,0,4,0,0,0,13,45,15,42,58,47,46,45,26,14,331
80101100505,3,0,3,0,0,0,0,0,0,13,54,28,64,67,48,33,45,27,8,379
80101100506,0,0,3,0,0,0,8,4,0,15,22,25,14,19,29,27,36,22,6,194
80101100507,5,0,0,0,0,0,0,0,0,13,58,34,32,42,54,36,30,24,10,325
80101100508,0,0,0,0,4,0,0,0,0,9,42,23,20,25,39,27,15,23,0,213
80101100509,16,0,8,0,3,3,0,0,0,36,105,33,70,80,69,42,32,19,11,461
80101100602,0,0,0,0,4,4,0,0,0,6,29,20,16,29,27,40,12,4,0,184
80101100604,0,8,0,0,0,0,4,0,0,9,84,33,42,60,33,28,15,8,0,307
80101100605,6,3,0,5,4,4,0,3,0,18,124,44,34,89,62,43,26,11,7,434
80101100606,0,0,0,0,0,0,0,0,0,7,95,45,36,74,48,29,22,13,3,358
80101100607,3,3,0,5,5,0,0,0,0,15,95,44,49,61,78,40,35,8,0,416
80101100608,9,5,3,8,6,7,0,0,0,36,112,65,64,68,79,59,24,3,6,476
80101100609,5,6,0,0,8,0,0,0,0,20,81,67,28,54,64,34,28,11,4,364
80101100610,3,7,7,0,4,4,0,5,0,24,81,54,50,54,56,53,10,14,0,381
80101100611,10,4,0,4,0,0,0,0,0,21,77,46,76,71,58,58,20,11,4,418
80101100612,5,8,6,0,7,6,0,0,0,36,95,80,82,68,104,62,33,3,0,533
80101100613,0,3,0,6,0,0,0,0,0,12,63,29,30,39,38,14,25,5,0,246
80101100614,3,0,0,0,3,0,0,0,0,8,83,50,33,62,61,32,29,3,0,357
80101100615,0,3,0,0,3,0,0,0,0,10,45,36,22,30,41,20,18,7,0,216
80101100616,0,3,4,5,3,0,0,0,0,13,138,63,57,108,85,38,29,8,0,522
80101100617,4,0,0,0,5,4,0,6,0,19,58,58,61,52,46,59,42,21,3,402
80101100618,4,6,6,0,4,0,3,0,0,18,91,52,28,68,47,31,24,6,0,347
80101100619,3,0,0,3,6,0,0,0,0,16,33,17,44,46,25,12,9,0,0,194
80101100620,12,4,0,4,0,0,0,0,0,35,128,57,34,73,60,36,19,5,0,420
80101100621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100622,9,4,0,5,5,0,0,0,0,23,83,47,30,51,44,23,9,9,0,295
80101100623,5,3,6,0,6,4,0,0,0,23,103,50,46,60,71,37,20,12,5,389
80101100701,0,0,0,0,4,0,0,0,0,17,96,54,72,75,72,91,39,10,0,496
80101100702,0,3,0,0,5,0,0,0,0,11,38,37,23,20,57,34,27,7,3,252
80101100703,4,5,3,0,4,0,3,0,0,28,100,55,54,66,69,52,69,28,6,506
80101100704,0,0,0,0,0,0,0,0,0,10,34,28,27,32,27,22,20,16,3,210
80101100705,9,3,4,5,3,4,0,0,0,27,92,49,57,77,62,55,43,11,9,454
80101100706,3,0,0,5,0,5,5,0,0,19,89,39,81,63,45,28,45,11,0,401
80101100707,8,5,5,5,0,5,0,0,0,25,114,54,43,73,75,53,63,9,5,484
80101100708,0,6,0,3,0,0,0,0,0,12,86,32,63,65,27,19,49,15,0,351
80101100709,7,5,3,5,3,0,0,6,0,29,70,39,67,53,42,30,31,21,3,343
80101100710,3,0,0,0,0,0,0,0,0,10,78,45,60,60,47,36,46,18,4,395
80101100711,9,4,10,4,5,3,0,0,0,42,137,72,96,88,85,59,57,13,9,607
80101100712,0,4,0,3,0,0,0,0,0,21,76,71,46,67,65,41,38,14,0,414
80101100713,3,0,0,0,0,0,0,0,0,10,70,45,47,40,35,38,31,7,4,319
80101100714,3,0,0,5,0,0,0,3,0,14,46,38,32,34,48,37,33,4,4,278
80101100801,8,0,4,3,4,3,5,0,0,21,63,41,43,43,41,51,52,30,10,373
80101100802,3,6,0,0,7,3,5,0,0,20,112,49,59,85,62,69,53,24,4,517
80101100803,0,0,0,6,0,5,0,0,0,21,67,47,58,53,58,66,39,15,0,409
80101100804,9,0,3,8,9,0,3,0,0,20,54,39,65,41,34,38,16,8,3,297
80101100805,8,0,3,3,4,7,5,0,0,23,81,60,53,65,56,78,51,18,11,472
80101100806,0,0,0,0,0,3,3,0,0,12,57,35,41,40,40,61,45,23,0,332
80101100807,0,0,9,0,6,3,0,0,0,25,107,47,101,103,67,67,48,19,5,566
80101100808,7,0,9,4,0,4,0,0,0,21,55,41,95,64,24,14,25,26,9,364
80101100809,3,3,0,0,0,0,4,0,0,16,76,58,45,50,47,89,78,28,9,473
80101100810,0,3,8,0,0,0,0,0,0,11,66,36,47,56,46,43,41,17,4,361
80101100811,4,0,0,0,0,5,0,0,0,9,23,34,24,17,33,49,24,9,6,209
80101100812,10,4,5,3,5,0,3,0,0,30,74,50,56,59,57,53,44,16,8,416
80101100901,5,3,0,0,0,3,0,0,0,11,85,41,52,57,52,46,40,15,6,381
80101100902,6,0,0,4,3,0,0,0,0,8,63,40,37,31,39,39,25,6,0,285
80101100903,6,5,3,0,0,0,0,0,0,18,102,44,77,76,47,43,41,18,4,439
80101100904,0,0,8,3,4,5,4,0,0,13,71,48,40,46,52,49,49,16,3,373
80101100905,5,0,0,0,4,3,0,0,0,15,91,48,38,48,53,38,26,16,3,368
80101100906,5,6,4,4,3,0,0,0,0,26,97,55,55,77,75,64,51,30,4,495
80101100907,7,7,0,10,4,0,0,0,0,20,79,37,29,55,37,26,20,14,0,304
80101100908,0,0,7,0,0,5,4,0,0,11,53,35,38,46,42,44,48,30,6,347
80101100909,0,0,7,3,3,3,4,0,0,21,60,39,40,39,46,29,29,19,0,304
80101100910,8,7,7,4,0,0,6,0,0,27,83,50,54,51,48,37,38,13,0,374
80101101001,11,0,0,4,0,0,3,0,0,26,94,47,25,61,48,36,59,23,4,400
80101101002,0,3,0,0,3,6,0,0,0,11,67,45,34,50,55,42,44,5,0,349
80101101003,8,0,0,3,4,0,0,0,0,20,85,54,44,56,72,60,60,10,4,452
80101101004,0,0,0,4,8,0,4,0,0,16,80,37,33,56,49,42,69,20,5,386
80101101005,9,3,6,4,0,0,0,0,0,23,103,69,54,85,65,58,78,28,3,547
80101101101,13,16,5,10,9,4,4,0,0,66,161,74,98,104,88,57,87,29,5,700
80101101102,0,0,3,0,0,5,0,0,0,23,72,27,54,55,31,53,36,13,0,347
80101101103,6,4,4,5,5,0,0,0,0,26,147,65,93,109,83,57,75,27,11,667
80101101104,3,0,5,3,0,0,4,6,0,20,89,31,65,71,50,49,70,17,0,445
80101101105,5,3,0,0,0,0,0,0,0,11,67,25,37,48,29,31,39,12,0,286
80101101106,0,5,3,5,4,0,4,0,0,22,40,18,32,39,30,23,31,9,7,240
80101101107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101108,3,3,6,0,0,0,0,0,0,14,33,25,24,39,17,18,30,11,0,199
80101101109,4,0,0,0,3,0,3,0,0,12,43,19,22,47,29,27,39,18,0,232
80101101110,3,0,3,0,0,3,0,0,0,7,57,27,42,45,26,22,30,3,0,253
80101101202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
80101101301,0,0,0,0,0,3,0,0,0,12,31,15,50,26,26,23,11,23,5,213
80101101302,9,12,17,9,3,6,3,0,0,60,96,79,168,107,72,35,22,15,3,593
80101101303,3,0,0,0,6,0,0,4,0,13,53,59,23,38,69,49,41,42,6,376
80101101304,0,6,0,0,0,3,6,4,0,12,35,39,6,27,46,44,43,42,10,273
80101101305,3,0,0,5,8,4,0,0,0,19,67,57,41,34,59,59,47,52,13,425
80101101306,4,0,0,0,0,0,0,0,0,8,73,37,25,45,40,43,53,22,4,353
80101101307,0,0,0,0,0,0,0,0,0,0,27,13,35,27,30,20,35,17,8,206
80101101308,0,9,4,0,0,3,0,0,0,11,56,55,15,35,57,33,40,30,7,325
80101101309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101310,11,0,0,0,0,0,0,3,0,11,48,25,11,21,27,35,35,26,14,238
80101101401,6,3,4,6,0,0,5,0,0,23,47,36,59,51,46,33,63,67,16,408
80101101402,0,3,0,0,0,0,0,0,0,12,119,57,63,76,69,38,35,33,7,498
80101101403,18,4,6,4,5,6,4,0,0,42,130,82,86,101,89,61,56,38,8,648
80101101404,9,0,5,6,4,0,3,0,0,29,119,49,89,87,79,47,32,34,3,544
80101101405,7,5,0,6,6,4,0,0,0,29,74,44,49,67,56,38,32,27,11,403
80101101406,6,3,0,0,0,6,0,0,0,11,56,23,45,37,27,32,15,13,0,251
80101101407,7,9,3,0,6,0,3,0,0,28,106,71,85,67,76,70,47,30,4,562
80101101502,6,4,0,3,3,0,3,0,0,21,69,31,40,53,39,18,36,9,5,297
80101101503,3,4,6,0,3,0,4,0,0,22,71,32,43,53,46,26,31,16,0,322
80101101504,4,3,9,0,5,6,0,0,0,27,69,47,62,71,43,33,34,18,3,380
80101101505,3,3,0,0,4,0,0,0,0,14,109,61,63,89,58,49,48,33,3,519
80101101506,0,0,3,3,3,0,0,0,0,16,40,18,79,50,46,26,36,27,5,328
80101101508,0,0,0,0,3,0,0,0,0,10,52,38,47,39,55,43,33,11,0,326
80101101509,3,5,3,8,6,0,3,0,0,40,82,41,63,71,55,35,25,11,6,391
80101101510,3,3,4,5,0,0,0,0,0,20,95,39,44,63,59,27,34,26,7,384
80101101511,0,5,0,0,3,0,5,0,0,11,40,26,26,39,40,14,39,12,0,233
80101101512,3,0,0,0,0,0,0,0,0,13,55,39,58,42,27,25,24,24,3,302
80101101513,9,5,6,4,0,0,0,0,0,27,29,38,96,54,26,19,17,6,4,286
80101101514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101515,4,0,3,3,5,0,4,0,0,31,63,29,77,47,32,23,49,52,74,450
80101101516,16,4,7,5,3,4,0,0,0,35,207,67,187,148,69,35,19,7,0,747
80101101517,3,8,7,4,8,4,0,4,0,32,97,65,105,81,80,60,95,57,17,649
80101101601,5,0,0,0,4,0,4,0,0,19,89,72,48,69,44,51,46,20,4,443
80101101602,0,0,0,3,0,0,0,0,0,8,39,20,31,39,23,30,30,7,0,213
80101101603,3,5,4,0,6,3,6,0,0,31,97,44,97,81,52,62,75,40,8,548
80101101604,8,0,8,5,4,3,10,4,0,44,80,47,66,68,47,55,60,8,5,430
80101101605,5,0,4,0,0,0,0,3,0,21,62,44,63,51,51,56,46,9,0,388
80101101606,5,0,0,6,0,3,3,0,0,19,118,66,61,93,62,59,66,22,9,548
80101101607,0,0,0,0,0,0,0,0,0,8,60,30,28,49,42,24,31,6,0,273
80101101608,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,6,24,28,58
80101101609,0,0,3,0,5,5,3,0,0,19,72,45,59,62,61,59,51,30,9,454
80101101610,5,3,0,6,0,0,0,0,0,13,44,31,21,36,31,29,36,17,0,252
80101101611,5,0,0,0,0,4,0,0,0,13,98,47,41,56,50,42,48,15,10,402
80101101612,0,8,6,0,0,0,0,7,0,18,90,56,54,87,56,60,75,28,3,505
80101101613,4,0,6,3,0,5,3,0,0,24,89,61,129,77,52,39,57,31,11,548
80101101614,5,3,0,3,0,0,9,0,0,22,74,38,34,49,50,57,91,18,6,423
80101101615,10,5,0,0,3,0,4,0,5,24,77,60,59,59,55,48,50,28,10,440
80101101616,4,3,3,7,4,3,5,0,0,27,78,75,70,59,68,52,66,42,14,514
80101101617,3,0,6,0,0,5,3,0,0,24,69,43,63,64,41,52,58,21,8,422
80101101618,7,7,4,7,4,0,0,0,0,24,76,42,48,51,64,33,39,17,10,387
80101101619,11,4,0,7,0,0,8,0,0,31,72,59,44,55,50,59,62,20,7,434
80101101701,5,0,5,3,4,4,0,5,0,23,65,43,35,47,54,33,34,24,0,329
80101101702,16,3,4,5,8,0,0,0,0,51,127,53,76,90,66,58,46,21,0,547
80101101703,8,4,12,5,5,3,0,0,0,42,109,65,91,103,88,66,66,31,9,613
80101101704,4,3,6,3,0,0,3,0,0,18,82,35,39,63,45,19,36,17,0,341
80101101705,13,0,0,8,3,0,0,0,0,26,68,37,59,58,42,32,44,23,4,361
80101101706,15,4,10,5,5,9,3,0,0,55,120,80,74,77,91,88,46,15,5,609
80101101707,7,3,0,6,0,0,4,0,0,21,101,42,63,72,68,30,44,22,11,451
80101101708,12,5,4,6,4,0,0,0,0,23,34,24,27,19,26,23,20,3,0,172
80101101709,4,0,6,0,0,0,0,0,0,11,65,25,60,47,25,39,52,18,4,346
80101101802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101805,6,18,16,10,9,0,6,0,0,63,88,146,234,96,36,26,10,3,0,652
80101101806,3,6,16,8,0,0,0,0,0,24,37,77,139,50,18,11,5,0,0,339
80101101807,8,8,8,8,3,0,3,0,0,44,71,108,217,93,44,19,16,0,0,571
80101101808,0,9,7,0,0,0,0,0,0,22,66,70,119,74,29,8,3,3,0,375
80101101809,3,8,7,4,0,0,0,0,0,31,54,94,167,64,19,5,5,0,0,408
80101101810,6,0,7,5,0,0,0,0,0,19,41,74,162,60,26,21,3,4,0,391
80101101902,4,3,8,8,3,0,0,0,0,29,192,40,136,164,65,24,15,3,0,648
80101101904,9,6,0,9,3,0,0,0,0,17,125,41,75,102,62,29,15,3,4,458
80101101905,6,0,4,0,4,0,0,0,0,12,121,49,90,121,51,36,17,12,4,491
80101101906,3,0,3,3,0,0,0,3,0,14,77,34,37,50,50,47,30,17,3,336
80101101907,7,0,0,5,0,3,0,0,0,23,124,59,61,71,79,57,65,22,5,551
80101101908,8,6,0,0,0,0,0,0,0,18,104,50,46,52,81,54,46,35,4,471
80101101909,5,4,3,3,5,0,0,0,0,24,96,47,49,75,58,30,54,20,0,441
80101101910,4,3,0,3,4,0,8,0,0,18,65,41,36,56,40,42,54,17,7,348
80101101911,8,5,3,7,0,5,9,0,0,36,100,63,64,79,63,55,51,18,0,499
80101101912,9,0,6,4,4,0,4,0,0,24,76,40,57,67,46,19,48,11,3,373
80101101913,5,5,0,4,5,3,0,0,0,30,100,70,55,86,47,45,39,5,0,452
80101101914,8,4,0,3,0,0,0,0,0,19,70,27,50,66,28,17,5,0,0,259
80101101915,0,0,4,3,0,0,0,0,0,10,85,29,81,73,26,27,15,0,5,333
80101101916,7,0,0,3,0,0,0,0,0,17,86,29,73,74,32,22,14,0,0,330
80101101917,0,0,3,4,0,6,0,0,0,11,98,27,75,59,31,16,7,6,0,328
80101101918,3,0,0,5,0,5,0,0,0,11,76,26,45,72,40,20,3,5,0,281
80101101919,0,0,0,7,0,3,0,0,0,16,116,32,92,118,30,26,5,10,0,433
80101102001,4,0,3,0,3,3,0,0,0,17,78,27,29,48,48,36,26,15,0,307
80101102002,3,9,10,4,4,4,4,0,0,35,68,45,79,58,37,49,28,36,6,402
80101102003,0,0,3,3,0,4,0,0,0,14,59,24,28,44,43,27,18,26,0,276
80101102004,6,0,4,3,0,4,0,0,0,21,49,23,32,36,42,34,25,19,4,260
80101102005,11,12,29,7,4,8,0,3,0,78,113,118,218,145,61,47,87,52,22,860
80101102006,3,5,3,6,6,0,4,3,0,33,52,29,48,46,41,26,25,22,10,296
80101102007,0,8,0,0,6,3,0,0,0,19,46,43,36,46,35,44,39,20,3,307
80101102008,4,5,4,0,3,3,0,0,0,19,52,65,68,49,42,47,33,30,8,397
80101102101,8,9,3,3,3,9,5,0,0,37,97,78,83,70,66,82,89,42,13,622
80101102102,3,0,3,0,4,4,3,0,0,24,55,47,38,40,60,57,52,25,14,378
80101102103,13,5,3,3,3,3,3,0,0,30,77,66,80,62,63,82,86,21,7,542
80101102104,5,3,4,6,0,4,0,0,0,23,82,43,50,56,57,96,57,19,3,479
80101102105,5,6,6,3,9,5,3,0,0,41,136,94,78,99,101,100,78,27,3,722
80101102201,3,0,0,0,0,0,0,3,0,9,65,18,26,35,23,17,16,16,0,225
80101102202,0,0,0,0,3,0,0,0,0,6,52,38,20,33,46,23,43,28,4,295
80101102203,11,4,6,4,4,0,4,0,0,32,107,48,88,72,61,45,46,33,6,511
80101102204,5,8,3,0,6,6,0,4,0,40,114,59,94,95,69,59,41,35,3,580
80101102205,11,0,3,3,0,3,3,3,0,32,140,59,52,94,83,66,57,31,6,592
80101102206,0,0,0,3,0,0,4,0,0,12,89,44,20,63,50,27,28,13,6,343
80101102207,11,4,7,0,4,3,4,0,0,40,136,54,62,80,65,65,42,26,7,535
80101102208,0,5,0,4,0,4,7,0,0,15,50,47,12,28,48,43,42,30,0,305
80101102301,10,6,4,0,11,6,0,0,0,40,112,47,84,66,73,52,33,31,12,510
80101102302,7,0,8,0,3,3,0,0,0,14,39,30,48,29,31,22,26,16,5,249
80101102303,3,4,3,0,0,0,0,0,3,21,76,84,93,84,46,41,25,25,10,478
80101102304,10,3,12,9,4,10,4,7,0,55,87,59,98,97,70,48,37,30,6,527
80101102305,3,0,3,5,3,0,4,0,0,16,61,38,72,47,46,34,27,13,5,339
80101102306,3,0,7,3,0,0,0,0,0,23,79,36,75,63,58,36,24,17,3,391
80101102307,4,0,3,0,0,0,0,8,11,26,26,10,42,20,7,8,70,171,207,559
80101102401,0,0,0,4,0,0,0,0,0,11,55,22,40,44,31,11,27,10,3,253
80101102402,7,5,5,9,8,0,0,0,0,31,131,57,74,96,66,36,44,26,6,547
80101102403,3,3,7,0,3,0,0,0,0,22,95,41,69,59,58,40,26,17,0,403
80101102404,0,0,3,0,0,3,4,0,0,16,59,33,47,50,36,30,19,19,6,292
80101102405,6,0,0,0,3,0,0,0,0,17,70,28,39,51,45,27,28,8,0,305
80101102406,3,3,7,0,3,3,3,7,0,34,81,55,81,70,56,42,40,25,6,455
80101102407,3,8,4,0,4,10,0,0,0,30,52,37,68,43,38,31,19,4,0,296
80101102408,3,8,7,8,5,3,0,4,0,24,99,47,97,96,64,45,34,27,6,523
80101102501,9,6,9,4,5,0,0,0,0,29,72,32,50,55,41,30,33,16,5,332
80101102502,5,4,0,0,4,3,4,0,0,19,76,52,47,67,54,45,44,15,4,398
80101102503,9,0,8,6,4,0,7,0,0,21,93,68,63,74,83,59,53,18,5,513
80101102504,8,3,9,7,3,0,0,0,0,39,101,63,66,87,70,46,57,22,5,526
80101102505,11,4,0,0,0,0,0,0,0,17,61,37,30,46,40,22,41,18,3,293
80101102506,0,3,5,5,0,9,6,0,0,28,104,59,45,77,55,56,75,44,3,525
80101102601,0,4,3,0,6,7,0,0,0,30,68,44,24,46,51,54,29,28,6,352
80101102602,3,0,6,3,0,0,0,0,0,12,40,27,30,24,27,28,17,13,0,211
80101102603,0,0,0,0,4,0,0,0,0,8,78,46,24,48,64,53,38,34,13,398
80101102604,4,0,0,3,0,0,0,0,0,16,90,74,46,72,66,55,52,30,10,490
80101102605,3,0,5,0,0,0,5,0,0,14,47,43,27,30,32,18,30,31,11,270
80101102606,6,0,8,4,5,3,0,0,0,23,117,82,63,83,83,52,63,55,22,626
80101102607,6,3,0,3,5,0,6,4,0,20,83,55,67,57,74,34,39,28,9,448
80101111101,0,5,0,0,0,0,0,0,0,3,4,5,0,6,0,0,0,0,0,12
80101114201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101114301,4,0,0,4,4,0,0,0,0,10,48,15,49,42,17,9,8,0,0,177
80101114302,15,4,8,6,3,0,0,0,0,35,136,65,161,113,42,20,8,0,0,540
80101114401,0,0,0,0,8,0,0,0,0,6,0,0,6,5,3,3,0,0,0,25
80103103102,0,44,154,103,48,14,6,5,0,376,0,44,154,103,48,14,6,5,0,376
80103103103,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,6,0,14
80103103201,0,0,0,0,0,3,0,0,0,3,8,3,3,0,7,6,0,0,0,25
80103111301,12,6,22,16,17,12,5,0,0,89,53,24,76,71,60,56,30,4,3,375
80103111302,0,0,7,5,7,0,5,8,0,42,20,16,20,13,35,46,62,49,4,270
80103111303,0,5,3,4,0,0,0,0,0,18,0,9,8,10,10,0,0,0,0,39
80103111304,0,0,0,0,0,0,0,0,0,0,5,6,0,4,7,0,0,0,0,26
80103111305,0,0,0,0,0,0,0,0,0,0,4,5,8,4,3,0,0,0,0,30
80103111306,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
80103111307,14,18,17,28,22,50,23,9,0,181,24,31,32,57,51,97,45,15,0,351
80103111308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111309,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,12
80103111401,5,3,5,7,5,10,3,0,0,30,20,19,17,24,16,22,3,4,0,125
80103111501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111502,4,3,0,4,3,4,0,0,0,17,23,19,3,12,27,25,11,5,5,137
80103111503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111504,0,6,0,0,0,0,0,0,0,7,0,13,9,6,11,5,0,0,0,34
80103111505,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,8
80103111506,0,17,13,0,0,0,0,0,0,29,0,64,39,3,0,0,3,4,4,117
80103111507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103401,4,0,0,7,0,0,4,0,0,18,94,39,62,62,59,36,27,14,3,404
80104103402,0,4,0,0,5,0,0,0,0,11,34,42,38,36,38,14,12,9,0,213
80104103403,3,5,3,0,0,0,0,0,0,18,100,69,43,62,92,48,32,10,0,460
80104103404,8,4,4,0,6,3,0,0,0,29,102,52,48,79,71,34,26,12,0,428
80104103405,12,0,0,10,8,0,0,0,0,41,145,58,52,89,90,44,9,5,0,493
80104103406,0,3,0,0,6,3,0,0,0,7,73,50,48,51,73,44,26,17,0,389
80104103407,11,0,0,4,0,0,0,0,0,20,72,44,36,37,53,26,8,6,0,280
80104103408,13,23,25,13,3,3,0,0,0,75,193,147,211,150,121,69,43,12,8,961
80104103409,0,6,0,3,4,0,0,0,0,7,74,49,38,47,43,24,18,0,0,294
80104103410,8,4,6,0,3,7,3,0,0,32,101,92,32,76,111,47,32,11,0,510
80104103411,5,3,0,8,0,0,0,0,0,21,163,71,67,107,81,53,21,13,3,590
80104103412,8,4,3,0,4,0,4,0,0,24,126,93,30,65,114,38,19,8,4,501
